sample_number,site_id,date,sample_type,method,rr,yr,lr,la,dm_lr,ly,nod,lf,wr,atx,hatx,cyl,ng_m_l,lake,site_type,depth_category,ng_g_resin
168,BKS_BL_SH_05,2025-07-23,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
169,BKS_BL_SH_06,2025-07-23,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
170,BKS_BL_SH_07,2025-07-23,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
173,BKS_BL_BU_SS,2025-07-23,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
174,BKS_BL_BU_DD,2025-07-23,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
175,BKS_UB_SH_08,2025-07-22,regular,grab,0,1.085715908,0,0,0,0,0,0,4.926004937,0,0,0,NA,upper brooks,shore,NA,NA
176,BKS_UB_SH_09,2025-07-22,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
177,BKS_UB_BU_SS,2025-07-22,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
178,BKS_UB_BU_DD,2025-07-22,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
179,BKS_RN_SH_10,2025-07-22,regular,grab,0,0,3.035646419,0,0.234958371,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
180,BKS_RN_BU_SS,2025-07-22,regular,grab,0,0,1.005777396,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
181,BKS_RN_BU_DD,2025-07-22,regular,grab,0,0,0.695940758,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
182,BKS_LJ_BU_SS,2025-07-22,regular,grab,0,0,0.488713986,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
183,BKS_LJ_BU_DD,2025-07-22,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
184,BKS_BL_BU_SS,2025-07-23,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
185,BYS_BR_SH_01,2025-07-21,regular,grab,0,0,0.837687884,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
186,BYS_PC_SH_02,2025-07-21,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
187,BYS_FR_SH_03,2025-07-21,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
188,BYS_CR_SH_04,2025-07-21,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
191,BYS_CR_SH_04,2025-07-21,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
192,GRAB_BLANK,2025-07-22,blank,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
223,BKS_BL_SH_01,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
224,BKS_BL_SH_02,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
225,BKS_BL_SH_03,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
226,BKS_BL_SH_04,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
227,BKS_BL_SH_05,2025-08-06,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
228,BKS_BL_SH_06,2025-08-06,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
229,BKS_BL_SH_07,2025-08-06,regular,grab,0,0,0.380646375,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
232,BKS_BL_BU_SS,2025-08-06,regular,grab,0,0,0.389763654,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
233,BKS_BL_BU_DD,2025-08-06,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
234,BKS_UB_SH_08,2025-08-05,regular,grab,0,0,0,0,0.70079048,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
235,BKS_UB_SH_09,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,1.920470741,0,0,NA,upper brooks,shore,NA,NA
236,BKS_UB_BU_SS,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
237,BKS_UB_BU_DD,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
238,BKS_RN_SH_10,2025-08-05,regular,grab,0,0,1.562600222,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
239,BKS_RN_BU_SS,2025-08-05,regular,grab,0,0,1.499539046,0,0.358557772,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
240,BKS_RN_BU_DD,2025-08-05,regular,grab,0,0,0.576161346,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
241,BKS_LJ_BU_SS,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
242,BKS_LJ_BU_DD,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
243,BKS_UB_SH_09,2025-08-05,duplicate,grab,0,0,0,0,0,0,0,0,0,1.452834852,0,0,NA,upper brooks,shore,NA,NA
244,BKS_UB_NCOVE,2025-08-05,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,NA,NA,NA
245,BYS_BR_SH_01,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
246,BYS_PC_SH_02,2025-08-04,regular,grab,0,0,1.044941413,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
247,BYS_FR_SH_03,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
248,BYS_CR_SH_04,2025-08-04,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
251,BYS_CR_SH_04,2025-08-04,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
252,GRAB_BLANK,2025-08-07,blank,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
282,BKS_BL_SH_01,2025-08-18,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
283,BKS_BL_SH_02,2025-08-18,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
284,BKS_BL_SH_03,2025-08-18,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
285,BKS_BL_SH_04,2025-08-20,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
286,BKS_BL_SH_05,2025-08-20,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
287,BKS_BL_SH_06,2025-08-20,regular,grab,0,0,0.47511151,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
288,BKS_BL_SH_07,2025-08-20,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
291,BKS_BL_BU_SS,2025-08-20,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
292,BKS_BL_BU_DD,2025-08-20,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
293,BKS_UB_SH_08,2025-08-19,regular,grab,0,0,0.385964787,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
294,BKS_UB_SH_09,2025-08-19,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
295,BKS_UB_BU_SS,2025-08-19,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
296,BKS_UB_BU_DD,2025-08-19,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
297,BKS_RN_SH_10,2025-08-19,regular,grab,0,0,1.277685271,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
298,BKS_RN_BU_SS,2025-08-19,regular,grab,0,0,1.098632052,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
299,BKS_RN_BU_DD,2025-08-19,regular,grab,0,0,1.274646178,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
300,BKS_LJ_BU_SS,2025-08-19,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
301,BKS_LJ_BU_DD,2025-08-19,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
302,BKS_BL_SH_06,2025-08-20,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
304,BYS_BR_SH_01,2025-08-18,regular,grab,0,0,3.144448032,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
305,BYS_PC_SH_02,2025-08-18,regular,grab,0,0,0.374821447,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
306,BYS_FR_SH_03,2025-08-18,regular,grab,0,0,0,1.30658236,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
307,BYS_CR_SH_04,2025-08-18,regular,grab,0,0,6.259771425,1.93930139,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
310,BYS_FR_SH_03,2025-08-18,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
311,GRAB_BLANK,2025-08-19,blank,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
339,BKS_BL_SH_01,2025-09-01,regular,grab,0.085108061,0,0.412708287,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
340,BKS_BL_SH_02,2025-09-01,regular,grab,0,0,0,0,0.875881504,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
341,BKS_BL_SH_03,2025-09-01,regular,grab,0,0,0,0,2.564694913,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
342,BKS_BL_SH_04,2025-09-02,regular,grab,0,0,0,0,4.218424949,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
343,BKS_BL_SH_05,2025-09-02,regular,grab,0,0,0,0,1.769805886,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
344,BKS_BL_SH_06,2025-09-02,regular,grab,0.148297681,0,0,0,3.185169451,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
345,BKS_BL_SH_07,2025-09-02,regular,grab,0,0,0,0,1.97990518,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
348,BKS_BL_BU_SS,2025-09-02,regular,grab,0,0,0.260458471,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
349,BKS_BL_BU_DD,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
350,BKS_UB_SH_08,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
351,BKS_UB_SH_09,2025-09-02,regular,grab,0,0,0,0,1.482322691,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
352,BKS_UB_BU_SS,2025-09-02,regular,grab,0,0,0,0,1.498962235,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
353,BKS_UB_BU_DD,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
354,BKS_RN_SH_10,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
355,BKS_RN_BU_SS,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
356,BKS_RN_BU_DD,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
357,BKS_LJ_BU_SS,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
358,BKS_LJ_BU_DD,2025-09-02,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
359,BKS_BL_SH_06,2025-09-02,duplicate,grab,0,0,0,0,6.489622375,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
361,BYS_BR_SH_01,2025-09-01,regular,grab,0,0,33.06520294,23.06285852,39.38018572,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
362,BYS_PC_SH_02,2025-09-01,regular,grab,0,0,0,0,0.983938297,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
363,BYS_FR_SH_03,2025-09-01,regular,grab,0,0,23.01434731,22.25518774,1.982511373,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
364,BYS_CR_SH_04,2025-09-01,regular,grab,0.346003488,0,3.547681161,11.19224528,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
365,BYS_CR_SH_04,2025-09-01,duplicate,grab,0,0,0.62959916,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
366,GRAB_BLANK,2025-09-01,blank,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
394,BKS_BL_SH_01,2025-09-16,regular,grab,0,0,0,0,0.788072829,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
395,BKS_BL_SH_02,2025-09-16,regular,grab,0,0,0,0,1.660345757,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
396,BKS_BL_SH_03,2025-09-16,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
397,BKS_BL_SH_04,2025-09-17,regular,grab,0,0,0,0,14.01009453,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
398,BKS_BL_SH_05,2025-09-17,regular,grab,0,0,4.777281926,0,11.24071319,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
399,BKS_BL_SH_06,2025-09-17,regular,grab,0,0,0,0,12.04482413,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
400,BKS_BL_SH_07,2025-09-17,regular,grab,0,0,0,0,11.46504631,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
403,BKS_BL_BU_SS,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
404,BKS_BL_BU_DD,2025-09-17,regular,grab,0,0,0,0,1.713872963,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
405,BKS_UB_SH_08,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
406,BKS_UB_SH_09,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
407,BKS_UB_BU_SS,2025-09-17,regular,grab,0,0,0,0,1.523219882,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
408,BKS_UB_BU_DD,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
409,BKS_RN_SH_10,2025-09-17,regular,grab,0,0,313.5373033,2.10754174,0,4.221431924,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
410,BKS_RN_BU_SS,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
411,BKS_RN_BU_DD,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
412,BKS_LJ_BU_SS,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
413,BKS_LJ_BU_DD,2025-09-17,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
414,BKS_BL_SH_07,2025-09-17,duplicate,grab,0,0,2.951468042,0,9.204474131,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
416,BYS_BR_SH_01,2025-09-16,regular,grab,0,0,2487.70729,4609.90731,96.78961735,0,0,0,13.07438628,0,0,0,NA,boysen,shore,NA,NA
417,BYS_PC_SH_02,2025-09-16,regular,grab,0,0,0,0,5.041982105,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
418,BYS_FR_SH_03,2025-09-16,regular,grab,0,0,0,5.719054712,4.604342068,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
419,BYS_CR_SH_04,2025-09-16,regular,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
420,BYS_CR_SH_04,2025-09-16,duplicate,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
421,GRAB_BLANK,2025-09-16,blank,grab,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
064,BKS_BL_SH_01,2025-07-21,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
065,BKS_BL_SH_02,2025-07-21,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
066,BKS_BL_SH_03,2025-07-21,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
067,BKS_BL_SH_04,2025-07-21,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
072,BKS_BL_SH_05,2025-07-23,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
073,BKS_BL_SH_06,2025-07-23,regular,spatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brooks,shore,NA,NA
074,BKS_BL_SH_07,2025-07-23,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
079,BKS_BL_BU_SS,2025-07-23,regular,spatt,0,0,2.466857431,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
088,BKS_BL_BU_DD,2025-07-23,regular,spatt,0.503122303,0,2.357149166,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
090,BKS_UB_SH_09,2025-07-22,regular,spatt,0,0,0,0,11.83345515,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
091,BKS_UB_BU_SS,2025-07-22,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
095,BKS_UB_BU_DD,2025-07-22,regular,spatt,0,0,5.861104874,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
096,BKS_BL_SH_01,2025-07-08,regular,spatt,0,0,5.080913362,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
097,BKS_BL_SH_02,2025-07-08,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
098,BKS_BL_SH_03,2025-07-08,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
099,BKS_BL_SH_04,2025-07-08,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
100,BKS_BL_SH_05,2025-07-08,regular,spatt,0,0,3.280592837,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
101,BKS_BL_SH_06,2025-07-08,regular,spatt,0,0,0,0,0,0,0.424888747,0,0,0,0,0,NA,brooks,shore,NA,NA
102,BKS_BL_SH_07,2025-07-08,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
103,BKS_RN_SH_10,2025-07-22,regular,spatt,0,0,76.00336048,0,9.12134324,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
104,BKS_RN_BU_SS,2025-07-22,regular,spatt,0,0,66.48360336,0,7.41495473,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
105,BKS_BL_BU_SS,2025-07-08,regular,spatt,0,0,2.496454985,0,0,0,0.758347213,0,0,0,0,0,NA,brooks,buoy,surface,NA
106,BKS_BL_BU_DD,2025-07-08,regular,spatt,0,0,2.406478422,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
107,BKS_UB_SH_08,2025-07-09,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
109,BKS_UB_BU_SS,2025-07-09,regular,spatt,0.446676819,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
110,BKS_UB_BU_DD,2025-07-09,regular,spatt,0.770932913,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
111,BKS_RN_SH_10,2025-07-09,regular,spatt,0.492492959,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
112,BKS_RN_BU_SS,2025-07-09,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
113,BKS_RN_BU_DD,2025-07-09,regular,spatt,0.266588846,2.132104962,0,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
114,BKS_LJ_BU_SS,2025-07-09,regular,spatt,0.65785868,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
115,BKS_LJ_BU_DD,2025-07-09,regular,spatt,0,0,0,0,0,0,0,0.455559046,0,0,0,0,NA,lower jade,buoy,bottom,NA
117,BKS_RN_SH_10,2025-07-09,duplicate,spatt,0,0.772837025,5.354394757,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
118,BYS_BR_SH_01,2025-07-10,regular,spatt,0,0,55.21601203,0,0,0,1.474531672,0,0,0,0,0,NA,boysen,shore,NA,NA
119,BYS_PC_SH_02,2025-07-10,regular,spatt,0,0,8.355586689,0,0,0,0,0,0,0,0,0,NA,boysen,shore,NA,NA
120,BYS_FR_SH_03,2025-07-10,regular,spatt,0,0,8.087235536,0,0,0,0.492558802,0,0,0,0,0,NA,boysen,shore,NA,NA
121,BYS_CR_SH_04,2025-07-10,regular,spatt,0,0,55.33637541,0,0,0,1.229591695,0,0,0,0,0,NA,boysen,shore,NA,NA
122,BKS_RN_BU_DD,2025-07-22,regular,spatt,0,0,19.97400768,0,0,0,0.399032031,0.391932272,0,0,0,0,NA,rainbow,buoy,bottom,NA
123,BKS_LJ_BU_SS,2025-07-22,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
124,BKS_LJ_BU_DD,2025-07-22,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
125,SPATT_BLANK,2025-07-09,blank,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
153,BKS_BL_SH_03,2025-07-21,duplicate,spatt,0,0,0,1.487297145,0,0,0,0.761789948,0,0,0,0,NA,brooks,shore,NA,NA
